Date,Time,Minute,Sleep
2023-11-30,20:26:00.0,26,Sleep Movement
2023-11-30,20:27:00.0,27,Sleep Movement
2023-11-30,20:28:00.0,28,Sleep Movement
2023-11-30,20:29:00.0,29,Sleep Movement
2023-11-30,20:30:00.0,30,Sleep Movement
2023-11-30,20:31:00.0,31,Sleep Movement
2023-11-30,20:32:00.0,32,Sleep Movement
2023-11-30,20:33:00.0,33,Sleep Movement
2023-11-30,20:34:00.0,34,Sleep Movement
2023-11-30,20:35:00.0,35,Sleep Movement
2023-11-30,20:36:00.0,36,Sleep Movement
2023-11-30,20:37:00.0,37,Sleep Movement
2023-11-30,20:38:00.0,38,Sleep Movement
2023-11-30,20:39:00.0,39,Sleep Movement
2023-11-30,20:40:00.0,40,Sleep Movement
2023-11-30,20:41:00.0,41,Sleep Movement
2023-11-30,20:42:00.0,42,Sleep Movement
2023-11-30,20:43:00.0,43,Sleep Movement
2023-11-30,20:44:00.0,44,Sleep Movement
2023-11-30,20:45:00.0,45,Sleep Movement
2023-11-30,20:46:00.0,46,Sleep Movement
2023-11-30,20:47:00.0,47,Sleep Movement
2023-11-30,20:48:00.0,48,Sleep Movement
2023-11-30,20:49:00.0,49,Sleep Movement
2023-11-30,20:50:00.0,50,Sleep Movement
2023-11-30,20:51:00.0,51,Sleep Movement
2023-11-30,20:52:00.0,52,Sleep Movement
2023-11-30,20:53:00.0,53,Sleep Movement
2023-11-30,20:54:00.0,54,Sleep Movement
2023-11-30,20:55:00.0,55,Sleep Movement
2023-11-30,20:56:00.0,56,Sleep Movement
2023-11-30,20:57:00.0,57,Sleep Movement
2023-11-30,20:58:00.0,58,Sleep Movement
2023-11-30,20:59:00.0,59,Sleep Movement
2023-11-30,21:00:00.0,00,Sleep Movement
2023-11-30,21:01:00.0,01,Sleep Movement
2023-11-30,21:02:00.0,02,Sleep Movement
2023-11-30,21:03:00.0,03,Sleep Movement
2023-11-30,21:04:00.0,04,Sleep Movement
2023-11-30,21:05:00.0,05,Sleep Movement
2023-11-30,21:06:00.0,06,Sleep Movement
2023-11-30,21:07:00.0,07,Sleep Movement
2023-11-30,21:08:00.0,08,Sleep Movement
2023-11-30,21:09:00.0,09,Sleep Movement
2023-11-30,21:10:00.0,10,Sleep Movement
2023-11-30,21:11:00.0,11,Sleep Movement
2023-11-30,21:12:00.0,12,Sleep Movement
2023-11-30,21:13:00.0,13,Sleep Movement
2023-11-30,21:14:00.0,14,Sleep Movement
2023-11-30,21:15:00.0,15,Sleep Movement
2023-11-30,21:16:00.0,16,Sleep Movement
2023-11-30,21:17:00.0,17,Sleep Movement
2023-11-30,21:18:00.0,18,Sleep Movement
2023-11-30,21:19:00.0,19,Sleep Movement
2023-11-30,21:20:00.0,20,Sleep Movement
2023-11-30,21:21:00.0,21,Sleep Movement
2023-11-30,21:22:00.0,22,Sleep Movement
2023-11-30,21:23:00.0,23,Sleep Movement
2023-11-30,21:24:00.0,24,Sleep Movement
2023-11-30,21:25:00.0,25,Sleep Movement
2023-11-30,21:26:00.0,26,Sleep Movement
2023-11-30,21:27:00.0,27,Sleep Movement
2023-11-30,21:28:00.0,28,Sleep Movement
2023-11-30,21:29:00.0,29,Sleep Movement
2023-11-30,21:30:00.0,30,Sleep Movement
2023-11-30,21:31:00.0,31,Sleep Movement
2023-11-30,21:32:00.0,32,Sleep Movement
2023-11-30,21:33:00.0,33,Sleep Movement
2023-11-30,21:34:00.0,34,Sleep Movement
2023-11-30,21:35:00.0,35,Sleep Movement
2023-11-30,21:36:00.0,36,Sleep Movement
2023-11-30,21:37:00.0,37,Sleep Movement
2023-11-30,21:38:00.0,38,Sleep Movement
2023-11-30,21:39:00.0,39,Sleep Movement
2023-11-30,21:40:00.0,40,Sleep Movement
2023-11-30,21:41:00.0,41,Sleep Movement
2023-11-30,21:42:00.0,42,Sleep Movement
2023-11-30,21:43:00.0,43,Sleep Movement
2023-11-30,21:44:00.0,44,Sleep Movement
2023-11-30,21:45:00.0,45,Sleep Movement
2023-11-30,21:46:00.0,46,Sleep Movement
2023-11-30,21:47:00.0,47,Sleep Movement
2023-11-30,21:48:00.0,48,Sleep Movement
2023-11-30,21:49:00.0,49,Sleep Movement
2023-11-30,21:50:00.0,50,Sleep Movement
2023-11-30,21:51:00.0,51,Sleep Movement
2023-11-30,21:52:00.0,52,Sleep Movement
2023-11-30,21:53:00.0,53,Sleep Movement
2023-11-30,21:54:00.0,54,Sleep Movement
2023-11-30,21:55:00.0,55,Sleep Movement
2023-11-30,21:56:00.0,56,Sleep Movement
2023-11-30,21:57:00.0,57,Sleep Movement
2023-11-30,21:58:00.0,58,Sleep Movement
2023-11-30,21:59:00.0,59,Sleep Movement
2023-11-30,22:00:00.0,00,Sleep Movement
2023-11-30,22:01:00.0,01,Sleep Movement
2023-11-30,22:02:00.0,02,Sleep Movement
2023-11-30,22:03:00.0,03,Sleep Movement
2023-11-30,22:04:00.0,04,Sleep Movement
2023-11-30,22:05:00.0,05,Sleep Movement
2023-11-30,22:06:00.0,06,Sleep Movement
2023-11-30,22:07:00.0,07,Sleep Movement
2023-11-30,22:08:00.0,08,Sleep Movement
2023-11-30,22:09:00.0,09,Sleep Movement
2023-11-30,22:10:00.0,10,Sleep Movement
2023-11-30,22:11:00.0,11,Sleep Movement
2023-11-30,22:12:00.0,12,Sleep Movement
2023-11-30,22:13:00.0,13,Sleep Movement
2023-11-30,22:14:00.0,14,Sleep Movement
2023-11-30,22:15:00.0,15,Sleep Movement
2023-11-30,22:16:00.0,16,Sleep Movement
2023-11-30,22:17:00.0,17,Sleep Movement
2023-11-30,22:18:00.0,18,Sleep Movement
2023-11-30,22:19:00.0,19,Sleep Movement
2023-11-30,22:20:00.0,20,Sleep Movement
2023-11-30,22:21:00.0,21,Sleep Movement
2023-11-30,22:22:00.0,22,Sleep Movement
2023-11-30,22:23:00.0,23,Sleep Movement
2023-11-30,22:24:00.0,24,Sleep Movement
2023-11-30,22:25:00.0,25,Sleep Movement
2023-11-30,22:26:00.0,26,Sleep Movement
2023-11-30,22:27:00.0,27,Sleep Movement
2023-11-30,22:28:00.0,28,Sleep Movement
2023-11-30,22:29:00.0,29,Sleep Movement
2023-11-30,22:30:00.0,30,Sleep Movement
